,baa_aaa,t10y2y,dff,cpi_yoy,indpro_yoy,dgs10,rvol,gz_spread,ebp,inv,episode,inv_E1,inv_E2,inv_E3,inv_E4,inv_E5,inv_E6
1990-12,1.379999999999999,0.761,7.312903225806451,6.254948535233562,-1.1405030076012013,8.075,12.912725685736348,1.4681418916324196,0.3516934200035706,0,0,0,0,0,0,0,0
1991-01,1.4100000000000001,0.9676190476190476,6.906451612903226,5.647058823529405,-0.961460577686335,8.091904761904763,15.44528929742096,1.4811933533571378,0.3731315536262904,0,0,0,0,0,0,0,0
1991-02,1.2400000000000002,0.9878947368421053,6.2524999999999995,5.312500000000009,-2.577958439290029,7.854736842105264,17.07571021968163,1.329468144946888,0.3045891427172504,0,0,0,0,0,0,0,0
1991-03,1.1600000000000001,1.0070000000000001,6.115161290322581,4.821150855365497,-3.61869587651098,8.11,14.988581002784553,1.288112556455963,0.2386427753216118,0,0,0,0,0,0,0,0
1991-04,1.08,1.0909090909090908,5.912333333333334,4.809930178432875,-3.1105501802648705,8.039090909090909,15.22724340852426,1.2895749714037532,0.2023908010153565,0,0,0,0,0,0,0,0
1991-05,1.0,1.2840909090909092,5.782903225806452,5.034856700232382,-2.494978108064083,8.067727272727273,13.945157253341675,1.24254903373424,0.1872207761272197,0,0,0,0,0,0,0,0
1991-06,0.9500000000000011,1.328,5.899666666666667,4.695919938414161,-2.037136646180182,8.284,12.40862420946834,1.219053645634931,0.0985025876944303,0,0,0,0,0,0,0,0
1991-07,0.8900000000000006,1.355,5.820967741935483,4.367816091954024,-1.5908264836979713,8.272727272727273,12.918706475228767,1.3049049073262844,0.1958926300044401,0,0,0,0,0,0,0,0
1991-08,0.9000000000000004,1.466818181818182,5.661290322580645,3.7993920972644313,-1.934469200524247,7.9,11.977613639755559,1.2288004143189024,0.1394495389780627,0,0,0,0,0,0,0,0
1991-09,0.9000000000000004,1.4685000000000001,5.447,3.396226415094339,-1.1640559598299127,7.65,12.816972895496141,1.3313648828634703,0.171702566683231,0,0,0,0,0,0,0,0
1991-10,0.9399999999999995,1.615,5.209677419354839,2.8485757121439192,-0.6375380485583504,7.527272727272727,9.781342624731511,1.3086918230970053,0.1569130577533357,0,0,0,0,0,0,0,0
1991-11,0.9699999999999989,1.858421052631579,4.811333333333334,3.0665669409125185,0.4829362003084814,7.417368421052632,13.1775192773673,1.3010046608973738,0.1691221656416806,0,0,0,0,0,0,0,0
1991-12,0.9499999999999993,2.0628571428571427,4.434193548387097,2.980625931445613,0.7336733229858172,7.088571428571429,14.728664457359768,1.4660034604411245,0.1797002911866352,0,0,0,0,0,0,0,0
1992-01,0.9300000000000015,2.0742857142857143,4.034193548387097,2.672605790645899,0.5334053046102349,7.032380952380953,12.699059176940132,1.2794536211254657,0.0535944764573788,0,0,0,0,0,0,0,0
1992-02,0.9400000000000013,2.1257894736842107,4.057586206896552,2.8189910979228294,1.996743776757559,7.337894736842105,10.982293395268144,1.242899862440982,0.1034233180593282,0,0,0,0,0,0,0,0
1992-03,0.9000000000000004,1.8572727272727272,3.983225806451613,3.189910979228472,3.4616952793256273,7.542272727272728,9.488973395155506,1.1699083103909609,0.0469122442986045,0,0,0,0,0,0,0,0
1992-04,0.8800000000000008,2.136190476190476,3.734666666666667,3.1828275351591495,3.972638518327498,7.480476190476191,12.260114568319548,1.175509784223132,0.0389076419424683,0,0,0,0,0,0,0,0
1992-05,0.8500000000000014,2.1665,3.823225806451613,3.0235988200590036,3.341941886534139,7.392,10.726065532004055,1.1843820679140804,0.0057414786190177,0,0,0,0,0,0,0,0
1992-06,0.8300000000000001,2.213636363636364,3.7626666666666666,3.0147058823529305,2.563756841098086,7.261818181818182,9.344796232703935,1.172716978626827,0.0047902177236229,0,0,0,0,0,0,0,0
1992-07,0.7699999999999996,2.489090909090909,3.253548387096774,3.1571218795888534,3.218992232364881,6.844545454545455,10.07748352085294,1.2350408369293928,-0.0636487630570874,0,0,0,0,0,0,0,0
1992-08,0.7000000000000002,2.392857142857143,3.303225806451613,3.0746705710102518,2.6429698460063156,6.585714285714286,8.253253485884285,1.3799484301665772,0.0819090122857266,0,0,0,0,0,0,0,0
1992-09,0.6999999999999993,2.520952380952381,3.219666666666667,2.9927007299270114,2.1710235537090616,6.415238095238095,8.979013772779172,1.500225097394876,0.1804387050368476,0,0,0,0,0,0,0,0
1992-10,0.8499999999999996,2.5061904761904765,3.099032258064516,3.279883381924198,2.917078740220802,6.589047619047619,11.325151863460691,1.393902458396458,0.1101256582573666,0,0,0,0,0,0,0,0
1992-11,0.8600000000000012,2.2936842105263158,3.0876666666666663,3.1204644412191396,3.4710914183461616,6.873157894736842,8.399522157826407,1.2645266161700814,0.0720644834807207,0,0,0,0,0,0,0,0
1992-12,0.8300000000000001,2.096363636363636,2.919677419354839,2.966714905933454,4.152288897664813,6.77,6.855701390533114,1.3295045115637305,0.1061383778694045,0,0,0,0,0,0,0,0
1993-01,0.7599999999999998,2.21,3.024193548387097,3.2537960954446943,5.1026982701394274,6.6000000000000005,7.358650943416888,1.355951641874794,0.0694622489767353,0,0,0,0,0,0,0,0
1993-02,0.6800000000000006,2.1605263157894736,3.027142857142857,3.2467532467532534,4.8685284067500945,6.258947368421053,9.418040596919502,1.3965432285368893,0.0625967978121433,0,0,0,0,0,0,0,0
1993-03,0.5700000000000003,2.0256521739130435,3.074193548387097,3.0194104960460155,3.8911814838072933,5.975217391304348,12.259011718085308,1.3454621283300705,0.0345211586704097,0,0,0,0,0,0,0,0
1993-04,0.6800000000000006,2.131904761904762,2.957666666666667,3.1563845050215145,3.3914177146763924,5.9695238095238095,10.786528219073565,1.3935857024107212,0.0671460273127051,0,0,0,0,0,0,0,0
1993-05,0.7800000000000011,2.0585,2.9961290322580645,3.2211882605583497,2.6622718052738525,6.0355,9.211061706820594,1.3054661954946778,0.0369960859229681,0,0,0,0,0,0,0,0
1993-06,0.7400000000000002,1.799090909090909,3.038,2.9978586723768963,2.8411547715022856,5.962727272727273,9.607742050641127,1.2981601902812958,-0.0308050041671545,0,0,0,0,0,0,0,0
1993-07,0.7599999999999998,1.7333333333333332,3.055483870967742,2.8469750889679624,2.1777342523886745,5.805238095238095,9.119846420411212,1.2721859437250171,-0.0377203913470611,0,0,0,0,0,0,0,0
1993-08,0.75,1.6763636363636365,3.032258064516129,2.840909090909083,2.628418293185275,5.677727272727273,6.347874606289162,1.3625285071977742,-0.03851166345247,0,0,0,0,0,0,0,0
1993-09,0.6799999999999997,1.512857142857143,3.0863333333333336,2.7639971651311157,2.833713227717971,5.36,6.734164595382411,1.3998979187338974,0.0526951889319651,0,0,0,0,0,0,0,0
1993-10,0.6399999999999997,1.4594999999999998,2.9925806451612904,2.752293577981657,2.892835100274227,5.334,6.95405969820432,1.3367448488358842,-0.0224518620858202,0,0,0,0,0,0,0,0
1993-11,0.7300000000000004,1.5685,3.0180000000000002,2.7445460942997935,2.972500941748568,5.724,8.232448448461636,1.2544880900996584,-0.1171530930409547,0,0,0,0,0,0,0,0
1993-12,0.7600000000000007,1.5618181818181818,2.9551612903225806,2.8109627547435068,3.407732938414032,5.774090909090909,6.00431144022154,1.2250751399134472,-0.1547110246418348,0,0,0,0,0,0,0,0
1994-01,0.7300000000000004,1.6105,3.0506451612903227,2.450980392156854,3.3086266095749384,5.750500000000001,6.468928137191576,1.18684313879281,-0.2311835675794049,0,0,0,0,0,0,0,0
1994-02,0.6799999999999997,1.4989473684210526,3.245,2.515723270440251,2.8734118125557373,5.9731578947368416,10.332990654699744,1.0968800713628677,-0.4250040549841203,0,0,0,0,0,0,0,0
1994-03,0.6500000000000004,1.4873913043478262,3.335806451612903,2.6517794836008246,4.013742016462052,6.482608695652174,9.005103463962,1.1755918513296757,-0.3091400942585558,0,0,0,0,0,0,0,0
1994-04,0.6399999999999997,1.4226315789473685,3.555,2.364394993045882,4.342604424720231,6.972105263157895,13.891673426140043,1.1879849829668934,-0.2672793913804174,0,0,0,0,0,0,0,0
1994-05,0.629999999999999,1.2152380952380952,4.010967741935484,2.288488210818307,5.220887873549018,7.183333333333333,10.910524941338887,1.2113674560872132,-0.2730844060754567,0,0,0,0,0,0,0,0
1994-06,0.6800000000000006,1.17,4.245666666666667,2.494802494802495,5.692891278467149,7.101363636363636,7.927083639775336,1.1748465768652063,-0.3179561448869701,0,0,0,0,0,0,0,0
